# primary_key> primární klíč
# disposition> aktuální stav
# agent_id> ID konkrétního operátora (zvedače)
# delay> délka čekání na hovor
# time_block> časový blok
# handling_time> čas zpracování hovoru
# originator> hash volajícího čísla
# international> zda jde o mezinárodní volání
# time_segment_id> id časového bloku
# operator> telefonní operátor (O2, T-mobile...)
# service_id> id služby, na které zákazník volal
# wup_question_id> z ope_wup_logs
# wup_answer_id> z ope_wup_logs
# cancelled

"primary_key","disposition","agent_id","delay","time_block","handling_time","originator","international","time_segment_id","operator","service_id","wup_question_id","wup_answer_id","cancelled"
"10001906756359067787","released","80496","4","2014-06-17 14:45:00","69","cd08d2c102b2d1e8d1cac38692ea4ea3","0","NULL","1","6","NULL","NULL","0"
"10001914447214349025","released","80595","34","2014-06-18 08:45:00","53","8b6ae43c527ca4baa301c4957c0896e0","0","NULL","3","6","NULL","NULL","0"
"10001923506230941853","released","80026","4","2014-06-04 15:30:00","71","d7b4283910039247c75c2150ac4b62f0","0","NULL","-1","6","NULL","NULL","0"
"10001927571179439907","released","80603","4","2014-06-23 16:00:00","92","0fbacdca3e5446c47bb4f1d7adbec08d","0","NULL","3","6","NULL","NULL","0"
"10001941664624599399","released on hold","80508","8","2014-07-30 22:15:00","43","b19eed681f716a96af48a0d0cad03346","0","NULL","3","6","NULL","NULL","0"
"10001943281351427140","released on hold","80662","4","2014-06-03 07:15:00","114","394a6d44e7ecd07065d5132926cf6cab","0","NULL","2","6","NULL","NULL","0"
"1000196124395616212","released","80643","6","2014-05-13 15:00:00","71","b0dbfac9baf2f4c82bb089a623105500","0","NULL","2","6","NULL","NULL","0"
"10001967177116982988","released on hold","80074","4","2014-09-25 11:00:00","143","cc3fbff125fa155eb2d294f6ba1f91d3","0","NULL","2","7","NULL","NULL","0"
"1000197014968802725","released","80598","11","2014-05-20 09:30:00","40","f06f21cee3f026065633dc54fe3a4a89","0","NULL","-1","7","NULL","NULL","0"
"10001974216408240393","released","80204","5","2014-09-17 07:15:00","42","d5563df16de2888d4b5c38d3ee2a2600","0","NULL","-1","6","NULL","NULL","0"
"10001979418241341422","released","80501","19","2014-06-27 11:15:00","46","8b104a76e3d243fed69b966d41414389","0","NULL","-1","6","NULL","NULL","0"
"10001990058047419550","released on hold","89050","4","2014-08-18 14:30:00","97","1010a499a3c0aadece90fbf9565f402e","0","NULL","1","6","NULL","NULL","0"
"10001998891700802428","released","80506","21","2014-05-08 19:00:00","156","0a2c4fa6757725b8990223b1ff5c86c7","0","NULL","2","6","NULL","NULL","0"
"10002000262900048765","released","80506","38","2014-09-17 16:30:00","38","16d45b0b6cac0ee17d4784dd9d1f424b","0","NULL","-1","6","NULL","NULL","0"
"10002018467850026258","released","80051","4","2014-05-26 07:00:00","177","cd635ace5ff7209605d876408f073e9d","0","NULL","2","7","NULL","NULL","0"
"10002024644068447941","released on hold","80653","13","2014-06-27 10:00:00","1","5660176efef4f51031b276d4ca6f9edb","0","NULL","1","6","NULL","NULL","0"
"10002027525904892419","released","80501","21","2014-08-02 09:15:00","70","a6b064e966730791b7582b439b46d9bb","0","NULL","1","6","NULL","NULL","0"
"10002045301548706886","released","80676","7","2014-07-16 09:45:00","151","9820c81c2d5eb59bd8a4afa30785f5c1","0","NULL","2","6","NULL","NULL","0"
"10002047837500403618","released on hold","80033","5","2014-08-26 12:00:00","45","201a815a962b08eb6663e4fad5b8ae13","0","NULL","1","6","NULL","NULL","0"
"10002053078171413640","released","80499","8","2014-06-04 09:30:00","81","3d35d23749444701ad690a6da0b65008","0","NULL","2","6","NULL","NULL","0"
"10002055368800886876","released","80528","8","2014-06-14 20:15:00","16","5741ccaa42f1e9ba51da039b5d584ec8","0","NULL","1","6","NULL","NULL","0"
"10002063007626958370","released","80436","5","2014-09-29 20:30:00","62","db511129a0640cc16c3fe8e990f5a29d","0","NULL","2","6","NULL","NULL","0"
"1000206691615417640","transferred","80054","3","2014-09-12 08:45:00","74","7663b8248bf0d262909ef415b54e5632","0","NULL","-1","6","NULL","NULL","0"
"10002077943498419629","released","89052","6","2014-07-07 15:00:00","51","187d09b8819f245bd470be10f71086c0","0","NULL","2","6","NULL","NULL","0"
"10002080669301125087","released","80047","3","2014-05-26 12:00:00","58","ca86dba84073aed6051142efcb0c9b9d","0","NULL","2","6","NULL","NULL","0"
"10002090526227336127","released","80334","6","2014-09-11 13:45:00","75","618fb5a508253e10c7bd5e94d3b38549","0","NULL","2","6","NULL","NULL","0"
"10002158303457699684","released","80253","9","2014-05-26 11:45:00","40","fa5d0ee160b42eaa2f64972615610d97","0","NULL","-1","6","NULL","NULL","0"
"10002159433118863709","abandoned","","56","2014-08-21 17:00:00","0","32923fe22637b0f0ff2aec6a6dbded2f","0","NULL","1","6","NULL","NULL","1"
"10002165323766903787","released on hold","80408","8","2014-07-07 18:30:00","49","3be06a93185a35d205058a542834c459","0","NULL","3","6","NULL","NULL","0"
"10002165520101784565","released","80425","2","2014-07-24 16:15:00","269","cea539a3c19f74647f871f48108fc5e0","0","NULL","3","10","NULL","NULL","0"
"10002166610930535555","released","80705","8","2014-09-18 07:45:00","66","0006dba3d527aceb366bde91d808c7f5","0","NULL","3","6","NULL","NULL","0"
"10002169455479151832","released","80672","69","2014-07-14 19:45:00","87","a3bebc10c8b0d238badb179fb3d6fa31","0","NULL","1","6","NULL","NULL","0"
"10002195768414378116","abandoned","80530","60","2014-05-27 18:30:00","0","3da40fbf23eb36550c571dd20705af0d","0","NULL","1","6","NULL","NULL","1"
"10002220553595002169","released","80645","58","2014-05-08 22:00:00","167","79e522d09b3d37bbb1b87466ff85d400","0","NULL","1","6","NULL","NULL","0"
"10002224345155527560","released","80096","3","2014-05-10 02:30:00","15","3eb0bef8c092a13789f256f2dcd1f939","0","NULL","3","6","NULL","NULL","0"
"10002226754118843740","released on hold","80332","6","2014-09-08 23:45:00","60","df7acbaca9351c813ed78594717e5688","0","NULL","2","6","NULL","NULL","0"
"10002227201443643789","abandoned","","4","2014-09-17 09:30:00","0","247c4c1a0637147c8fa621faab10b349","0","NULL","-1","6","NULL","NULL","0"
"10002245947254123807","released","80583","11","2014-09-17 12:45:00","88","9dd8258b1e07715878713f01209d8d8d","0","NULL","1","6","NULL","NULL","0"
"10002277589270873402","released on hold","80551","7","2014-06-06 07:45:00","58","c311b44710f3f60bcde9ce72107f996b","0","NULL","1","6","NULL","NULL","0"
"10002297287165272887","released","80028","4","2014-08-28 12:15:00","93","9ec2cdb5bdfdc61b2a5d5e566337354a","0","NULL","3","6","NULL","NULL","0"
"10002320497390791861","released","89004","4","2014-09-29 14:00:00","313","0b82a6de6c98382e1713b05b928c63bc","0","NULL","1","6","NULL","NULL","0"
"10002327959964144363","released","80161","5","2014-06-23 01:15:00","183","4f79a98965aeaecc2e94000e050c45a4","0","NULL","-1","6","NULL","NULL","0"
"10002340268442276602","released","80592","4","2014-06-22 08:15:00","20","c373c2dd1424d2f2123dc0c04f1bc930","0","NULL","1","6","NULL","NULL","0"
"1000234214187935140","released","80256","4","2014-05-14 02:00:00","130","84d9a716c403dabdb58b1fcd66739c49","0","NULL","1","6","NULL","NULL","0"
"10002344487460507728","released","80017","4","2014-06-19 13:30:00","154","7f3053bbbaf8336b6a0279c01ac2a3a8","0","NULL","-1","6","NULL","NULL","0"
"10002361409732022827","released","80721","5","2014-10-01 08:30:00","184","c35e8e4ed0a718f281f10bebf06eb818","0","NULL","-1","6","NULL","NULL","0"
"10002362796625197504","released","80101","5","2014-07-15 08:00:00","6","8aff510066873eba090817ca7d24db75","0","NULL","1","6","NULL","NULL","0"
"10002370233205995663","transferred","80095","8","2014-09-17 08:45:00","94","07ad3a416b1f6494af1257770aebed40","0","NULL","1","6","NULL","NULL","0"
"10002384452721834825","released","80033","5","2014-09-25 14:15:00","127","942c94a279823cfd318ddc7b373a417b","0","NULL","1","6","NULL","NULL","0"
"10002389639193612434","transferred","80056","5","2014-06-05 11:15:00","66","5b563a8e6f72c9d6ea5c4e57fd6a00a6","0","NULL","1","7","NULL","NULL","0"
"1000239191566358526","released","80498","4","2014-06-03 13:15:00","80","a5b5b4dadd27cf717d69db5c912b0986","0","NULL","-1","7","NULL","NULL","0"
"10002394740494636159","released","80071","4","2014-05-19 15:45:00","120","f806898620e278fac0948668ba134cb0","0","NULL","-1","6","NULL","NULL","0"
"10002398649183662252","released","80706","5","2014-09-13 13:15:00","43","af70e6f708adca2d9d5f2a555c014c48","0","NULL","-1","6","NULL","NULL","0"
"10002404337435273482","released","80646","7","2014-08-04 10:15:00","53","98793c30f808ee8ede116891c98fa685","0","NULL","3","6","NULL","NULL","0"
"10002405384817958573","transferred","80008","27","2014-07-24 11:15:00","87","d8515c0024407ad870627a858d6e138e","0","NULL","-1","7","NULL","NULL","0"
"10002406206024983172","released on hold","80151","20","2014-10-01 13:15:00","49","78f5a18fc9e6d886e96ba641dee3a198","0","NULL","2","7","NULL","NULL","0"
"1000244113588584340","transferred","89020","6","2014-06-18 12:30:00","108","20e4eb8080c00e319ef471eae7edaa8d","0","NULL","2","6","NULL","NULL","0"
"10002444370307178785","released on hold","80471","52","2014-06-30 16:00:00","46","150cc4dee0020d12ce0a31fdf950947f","0","NULL","-1","7","NULL","NULL","0"
"10002447389437359728","released","80101","7","2014-06-09 11:45:00","90","683ae4248e22e0cfa48388adc25e8363","0","NULL","2","6","NULL","NULL","0"
"10002455725485060674","released","80645","4","2014-06-16 10:30:00","41","58ede9cfaaa7a7825b0b68ab7fdc36a4","0","NULL","-1","7","NULL","NULL","0"
"10002465163887631454","released","80039","31","2014-05-25 00:00:00","43","cf68ed5f19026f557788a98a625a2287","0","NULL","2","6","NULL","NULL","0"
"10002469624056647174","released on hold","80675","3","2014-08-11 08:00:00","69","2299f9a361420b7beee6d427ec6eb9ae","0","NULL","-1","6","NULL","NULL","0"
"10002470005843758570","abandoned","","56","2014-06-12 22:30:00","0","b2a9e64e822f456321e99ddeaeb48f47","0","NULL","1","6","NULL","NULL","1"
"10002472213742018159","released","80051","4","2014-09-21 21:00:00","24","de60baefe3f2061664f3de63ada0d40e","0","NULL","-1","7","NULL","NULL","0"
"10002472366646163364","released on hold","80603","10","2014-07-11 09:15:00","94","3ee9262bad3d327d8d28c0c89cfb246d","0","NULL","1","6","NULL","NULL","0"
"10002489441687152679","released","80101","5","2014-08-29 09:30:00","81","7b28c954b25a7ce64f18debd4f029e3b","0","NULL","3","6","NULL","NULL","0"
"10002500425572738660","released","80436","7","2014-09-28 15:45:00","43","de915e1b780873810b124d78e38e2d4a","0","NULL","-1","7","NULL","NULL","0"
"10002504327923774747","transferred","80150","4","2014-07-07 09:00:00","143","3b4e3b3c9f97a2b495f41075113bd5fb","0","NULL","-1","7","NULL","NULL","0"
"10002511826658763534","transferred","80431","4","2014-08-19 07:45:00","52","e0cc7328fb2ec4944fcfe7338c3f10d7","0","NULL","1","6","NULL","NULL","0"
"10002517265079916494","transferred","80291","4","2014-05-09 09:45:00","108","857314629595fae91e0d2e38a5b2e9c3","0","NULL","2","6","NULL","NULL","0"
"10002528436992161827","released","80026","5","2014-06-09 12:30:00","154","f430975b061488ea8b892a6743215ccf","0","NULL","2","6","NULL","NULL","0"
"10002542046624589690","abandoned","","1","2014-07-29 18:15:00","0","674f24b49bab1510de9d126ec4f7f233","0","NULL","-1","6","NULL","NULL","0"
"10002555447823859337","released","80061","9","2014-09-15 11:30:00","71","1edfe035c517e41d0f33b113c692187c","0","NULL","3","6","NULL","NULL","0"
"10002555594386075610","released","80697","5","2014-09-03 10:30:00","63","14b8e2ec6d2e8b616d9d13584ec2e892","0","NULL","-1","7","NULL","NULL","0"
"10002556643605730627","released","80425","6","2014-09-23 11:45:00","124","b00506bf2dea6d5f77bc4a20f59dac0c","0","NULL","1","6","NULL","NULL","0"
"10002563619097655751","released","80472","6","2014-05-18 18:30:00","102","34bb52a17442ee43c85107cb26de896a","0","NULL","1","7","NULL","NULL","0"
"10002565840561461548","released","80048","11","2014-07-09 08:15:00","70","41783e1d25561719a0f1603434bf7ad4","0","NULL","2","6","NULL","NULL","0"
"10002568672491975362","released","80520","5","2014-06-17 08:00:00","113","9226e3833dfb39f25ac1088ff3063d33","0","NULL","-1","7","NULL","NULL","0"
"10002575535857875988","released on hold","80227","9","2014-09-11 09:45:00","124","5aefe3a14ae5b22b1eaf05021da4897c","0","NULL","-1","6","NULL","NULL","0"
"10002589526377734721","released on hold","80334","3","2014-07-19 13:30:00","62","d40f0174172ae71f66b2b16e8c10abb2","0","NULL","1","6","NULL","NULL","0"
"10002599619226095717","released","80441","5","2014-07-28 12:15:00","93","1bcec1f7976b91f7d6d24c01c7176272","0","NULL","-1","7","NULL","NULL","0"
"10002606957564475935","released","80356","11","2014-05-09 13:15:00","174","da262f000b718ffdb5485af2c9bc6c27","0","NULL","3","6","NULL","NULL","0"
"10002615971300001931","released","80553","46","2014-06-04 11:00:00","62","0e62933db1e452c5dc70d2bf8ad182b4","0","NULL","3","10","NULL","NULL","0"
"10002618233104848162","released","80277","5","2014-09-10 19:30:00","194","8845c0fed7894cb8e0e104c91b4a4c90","0","NULL","2","7","NULL","NULL","0"
"1000263149184403030","abandoned","","8","2014-07-11 09:45:00","0","29e948f0fd9fb95d57affc92cf50d8e5","0","NULL","1","8","NULL","NULL","0"
"10002661739496118198","released","80078","6","2014-05-29 07:30:00","166","0d56631cc99b6f8211f86b735993258e","0","NULL","-1","6","NULL","NULL","0"
"10002666852446374328","released","81095","7","2014-06-14 19:00:00","52","ff8bdfe6b3080c9c57d2f95194cd26be","0","NULL","-1","6","NULL","NULL","0"
"1000267059097307962","released","80697","5","2014-09-09 17:15:00","141","7b2e6be1035b103f90bbf9e434d83586","0","NULL","-1","6","NULL","NULL","0"
"10002683000044829298","released","80099","5","2014-09-19 19:15:00","57","75c2b60c0fb7ed8b27cd008f1cdb5438","0","NULL","1","6","NULL","NULL","0"
"10002685091657210945","released","80102","6","2014-07-15 08:30:00","71","65a82ce73ff331a59f020d64b56314f4","0","NULL","3","6","NULL","NULL","0"
"10002687894776931651","released","80347","23","2014-09-04 14:00:00","98","cfbaa418ae971afbce90160634dc731c","0","NULL","2","6","NULL","NULL","0"
"10002727491333139534","released","80675","4","2014-07-11 10:45:00","50","ae6d45cfc2dd1fe9a1c8d46d50b5a5b7","0","NULL","1","7","NULL","NULL","0"
"10002732539219962096","abandoned","","2","2014-05-15 16:15:00","0","8f7a73f3d57271362f99019b67a45b40","0","NULL","1","6","NULL","NULL","0"
"10002734342885356416","released","80042","4","2014-08-28 07:15:00","208","372f72592ba832ed3a0331f2471ef1fe","0","NULL","-1","6","NULL","NULL","0"
"10002736555314956769","released","80083","5","2014-06-23 13:45:00","42","4348733bcf551db33a2bb4fc92526f2d","0","NULL","-1","6","NULL","NULL","0"
"10002746321052325306","released","80653","7","2014-08-18 10:45:00","23","a7815e17dfb6c850bbf694ca79d4a2a7","0","NULL","1","6","NULL","NULL","0"
"10002753185126291763","released on hold","80102","8","2014-06-30 10:00:00","79","a29bb6d6d8cc155b806d3cf903b15127","0","NULL","-1","8","NULL","NULL","0"
"10002754199222695943","released","80416","6","2014-05-29 12:00:00","56","d50344caab55285dd8c22fdddc84a806","0","NULL","2","6","NULL","NULL","0"
"10002784190839480375","transferred","80269","7","2014-09-25 09:45:00","25","1b0101b14f93376022ea9505b57f4e11","0","NULL","-1","6","NULL","NULL","0"
"10002788628086373093","released","80256","5","2014-06-14 05:00:00","160","212fb530b4cb4b01cb9abf66c4b9b668","0","NULL","1","6","NULL","NULL","0"
"10002811006007197837","released","83342","4","2014-06-07 10:45:00","137","53c8e90e7b74a2fbbeac47576c3b0175","0","NULL","3","10","NULL","NULL","0"
"10002827252005467918","released","80701","4","2014-09-02 08:00:00","153","c371c842ba0096371666012bffda7d18","0","NULL","3","6","NULL","NULL","0"
"10002879310932826719","released","80479","3","2014-05-04 15:45:00","36","866a119310ae99220d06f5f64c6628df","0","NULL","1","6","NULL","NULL","0"
"1000288186622013453","released","80153","5","2014-08-05 13:15:00","131","b96eb72f5bac0a4725538e73b14cad7c","0","NULL","-1","6","NULL","NULL","0"
"1000291020023564472","released on hold","80082","5","2014-06-20 09:15:00","67","0e6b4fd98791828cb820ca6906ee3e68","0","NULL","-1","7","NULL","NULL","0"
"10002920262186495289","released","80167","5","2014-07-25 22:30:00","67","94db115afc4ea21fd9c3af09a20ce1a7","0","NULL","-1","6","NULL","NULL","0"
"10002929389015420866","transferred","80477","10","2014-09-12 11:00:00","72","38a4eebf930c7d5734cf11144650690d","0","NULL","2","6","NULL","NULL","0"
"10002946832562005182","released","80039","6","2014-08-01 17:15:00","62","f0eb48529ce631059a271344d17ecef2","0","NULL","1","6","NULL","NULL","0"
"10002949990886900852","released","81035","7","2014-10-01 19:45:00","101","c361cc4f410bd061967fb5ddfbee565d","0","NULL","3","6","NULL","NULL","0"
"10002992173246010442","released","80693","5","2014-08-30 10:30:00","262","6cd60654566c274e6fafbf66f06ebcfe","0","NULL","1","6","NULL","NULL","0"
"10003001562257764494","released","80035","6","2014-08-01 11:30:00","123","dceb3414cbed51b09aa87f70ee6e3869","0","NULL","3","6","NULL","NULL","0"
"10003010825806911665","released on hold","80060","5","2014-05-07 15:45:00","51","28abc717b7b1542df762ceb104dc58c6","0","NULL","1","6","NULL","NULL","0"
"10003042167918032167","released","80334","7","2014-05-21 14:45:00","153","4942b28d930749559dd6f84fdc27ff30","0","NULL","1","7","NULL","NULL","0"
"10003048467411446663","released","80068","24","2014-08-28 16:15:00","61","565dcf412d00a9c53f5834cf7980e6ec","0","NULL","1","7","NULL","NULL","0"
"10003065628321235201","released","80498","8","2014-07-02 09:00:00","42","3ba45a859a7f27c9a430509412682e64","0","NULL","-1","6","NULL","NULL","0"
"10003091285753714457","transferred","80047","7","2014-05-26 13:15:00","85","1000f6bf4cb480a979ed0e0a2f5a52b6","0","NULL","1","6","NULL","NULL","0"
"10003101595894608232","released on hold","80342","15","2014-09-30 14:15:00","48","7c9c57f52e3297b5aba73de20a12e85c","0","NULL","-1","7","NULL","NULL","0"
"10003116056197344947","transferred","80483","18","2014-08-21 09:00:00","220","80967ea0e228e7405d84756e10e07aba","0","NULL","1","6","NULL","NULL","0"
"10003120643202747971","released","80663","4","2014-07-04 12:15:00","13","71393a83d636e260ce137e5c7a711160","0","NULL","2","6","NULL","NULL","0"
"1000313231499296598","released","80368","0","2014-08-08 19:15:00","352","587dcae4bc3e554a364fe3910101f0b6","0","NULL","1","10","NULL","NULL","0"
"10003138746348990177","released","80498","17","2014-08-25 11:45:00","71","6e57d918e95159bf2d80148309ad4646","0","NULL","-1","7","NULL","NULL","0"
"10003142587815972159","released","80013","3","2014-07-11 22:30:00","58","f10c20d1f62de0f3bb0c09c4e5c41b32","0","NULL","2","6","NULL","NULL","0"
"10003143374179432157","released on hold","80293","74","2014-09-20 00:00:00","144","307912d6f71ca45d2446aaba9e554439","0","NULL","-1","6","NULL","NULL","0"
"10003151662455275223","released on hold","80471","3","2014-05-07 09:45:00","108","b2bb9bf734ef03b18cd84ec0bbfbbc10","0","NULL","1","6","NULL","NULL","0"
"10003155165330403127","released","80452","4","2014-08-27 01:00:00","5","e210515776b6f875fefa9b5ebb7d7eb1","0","NULL","1","6","NULL","NULL","0"
"10003162085636695478","abandoned","","37","2014-08-09 19:00:00","0","8d67885f1f18d88a784da8983fdb352b","0","NULL","1","6","NULL","NULL","1"
"10003173627086052232","released","80675","5","2014-08-04 17:15:00","167","5b0c47dd04849822854762e5fb48bb9c","0","NULL","1","7","NULL","NULL","0"
"10003175546575891361","released","80048","33","2014-05-17 12:15:00","145","0d04502f6d7ee2ecc0b8035667225807","0","NULL","1","6","NULL","NULL","0"
"10003200071363478654","abandoned","","4","2014-08-19 12:45:00","0","6c7ae283a54fd6bb8e84f3df06cfd053","0","NULL","2","6","NULL","NULL","1"
"10003201295075363505","abandoned","","8","2014-08-29 15:00:00","0","30ff6e9ce0f030e1a14208988b7be097","0","NULL","1","6","NULL","NULL","1"
"10003203370963804610","released on hold","80061","6","2014-06-23 10:45:00","113","404185be1156195c26d3a775c205b60a","0","NULL","-1","7","NULL","NULL","0"
"10003216208392239828","released","80161","3","2014-06-16 02:15:00","99","c275d80161cc68e6dd7489cfefe0fed1","0","NULL","3","6","NULL","NULL","0"
"10003237191559453634","released","80051","4","2014-05-22 11:00:00","153","9157f28edddf559afd059162c77a6891","0","NULL","2","6","NULL","NULL","0"
"10003244960731439111","released","80334","7","2014-05-07 12:30:00","361","1b77218c8faa7008b4abc26a49f428bb","0","NULL","-1","7","NULL","NULL","0"
"10003246545325898609","released","80332","6","2014-08-21 07:45:00","82","741307ee60fbfbfe0702b0c454f7e862","0","NULL","-1","6","NULL","NULL","0"
"10003258835032053042","released","80274","5","2014-05-04 13:15:00","121","1af98b480916396ad6b5d9f3d7633f23","0","NULL","1","6","NULL","NULL","0"
"10003266005700004896","released","80331","5","2014-05-05 11:30:00","80","1f0064a7ff9a25c7e60ea05ab2d68c1a","0","NULL","1","7","NULL","NULL","0"
"10003271540086689321","released on hold","80506","6","2014-06-24 18:15:00","43","a7e95c7eea54b31668fcfaded622dc04","0","NULL","2","6","NULL","NULL","0"
"10003282991003847912","released","80026","27","2014-08-10 08:15:00","121","44e1da8247929ccf36c7a5f0a1eed70e","0","NULL","1","7","NULL","NULL","0"
"10003289935501094352","released","80334","5","2014-05-16 08:00:00","145","40f131290f2eb801fc8b3c1ac96b5d54","0","NULL","-1","6","NULL","NULL","0"
"10003303413989526339","released","80508","86","2014-09-18 20:15:00","47","8e89039b39d2874ce4c63d09bff8b72a","0","NULL","3","6","NULL","NULL","0"
"10003322829855656044","released","80644","18","2014-08-26 19:00:00","28","f405ab50a140cec0beec33a492c8b326","0","NULL","2","6","NULL","NULL","0"
"100033270014752114","released","80063","22","2014-05-12 20:15:00","1409","fca94eaf28ef0a917a6f3431c1206316","0","NULL","1","5","NULL","NULL","0"
"10003341168736451284","released","80071","6","2014-05-18 12:30:00","94","50e7905e9ef5bf7cc3f9090811fde80c","0","NULL","3","6","NULL","NULL","0"
"10003349470697884391","released","80527","5","2014-08-05 18:15:00","68","bd038b2ef442dc852173919d0fe363b0","0","NULL","1","6","NULL","NULL","0"
"1000337065555049490","abandoned","","8","2014-06-09 21:30:00","0","295049e9fed5a783bcf3a734b46bec9b","0","NULL","1","6","NULL","NULL","1"
"10003371147058084709","released","81345","21","2014-06-27 21:00:00","54","6ad05263788870338c64f499c99b7075","0","NULL","1","5","NULL","NULL","0"
"10003379756352005031","abandoned","","1","2014-05-30 09:45:00","0","54255442d04379c389aee491a6f36c1f","0","NULL","2","6","NULL","NULL","0"
"10003391472282847119","released","80042","6","2014-05-14 10:30:00","81","801ebb42749838c909f4743028f5f94b","0","NULL","-1","7","NULL","NULL","0"
"1000339374342517526","released","80431","7","2014-06-04 16:00:00","47","19094288d9688d1267a47096747b3c1e","0","NULL","-1","7","NULL","NULL","0"
"10003394433459233295","released","80527","5","2014-05-03 11:00:00","146","2d97d5ee52fc642d181a84243e9ca557","0","NULL","3","6","NULL","NULL","0"
"10003397531409912409","released","80101","4","2014-09-30 10:45:00","60","da3d4c0d3b8a7f7073a950f6eb4b508b","0","NULL","1","6","NULL","NULL","0"
"1000341223561069509","released","80676","4","2014-09-27 15:30:00","128","66e9d398ab0807ca046da4963a4d8b15","0","NULL","2","6","NULL","NULL","0"
"10003417269811873238","abandoned","","2","2014-09-20 12:00:00","0","c1713c2f02178027acf255a2c4f4cc84","0","NULL","-1","6","NULL","NULL","0"
"10003420904294443134","released","80675","8","2014-07-06 10:30:00","79","5951571fedb4ae38b2799dc1db3057fe","0","NULL","-1","6","NULL","NULL","0"
"10003429840111703991","released on hold","80095","5","2014-08-12 13:30:00","44","e7f8931252fafbf94e5bd39c58f606b5","0","NULL","1","7","NULL","NULL","0"
"10003444319414053032","released","89052","4","2014-09-05 11:45:00","211","8788fe2ccbc19bef8177be4115386a55","0","NULL","-1","7","NULL","NULL","0"
"10003456901804676001","released on hold","80523","29","2014-07-07 12:15:00","71","f4ad56e1ef2b0143b34781e0bac7b8d0","0","NULL","3","6","NULL","NULL","0"
"10003464283738779584","released on hold","80101","6","2014-07-11 14:15:00","112","1930f565130dd76efe384fad00b40917","0","NULL","-1","6","NULL","NULL","0"
"10003465773093455003","released","80523","9","2014-07-09 16:30:00","91","e4378ba636839dfc106e451ae2343188","0","NULL","-1","6","NULL","NULL","0"
"10003470548669443192","released","80649","3","2014-05-09 17:00:00","110","8aca491a8f1a5e11cf38b04e053948e4","0","NULL","3","6","NULL","NULL","0"
"10003493875081680295","released on hold","80553","4","2014-06-04 10:00:00","104","1ac53a72a9fb571d2dab7361f8b1e4ac","0","NULL","3","7","NULL","NULL","0"
"10003499499285819370","released","80515","6","2014-10-05 12:00:00","15","48360d19276fb52f031e30c2a6bd8f18","0","NULL","1","6","NULL","NULL","0"
"10003508647555052281","transferred","80026","52","2014-05-30 15:15:00","55","86a28bbe0ec5ed4d73f07952c39c9aaf","0","NULL","1","6","NULL","NULL","0"
"10003520929102078299","released","80434","3","2014-08-19 09:45:00","21","3660ebb5265b45dc935c74455ccd2f41","0","NULL","1","6","NULL","NULL","0"
"10003522181431821436","released","80592","22","2014-08-17 09:45:00","55","ea11df81140c3dde47f0ae73309cefec","0","NULL","-1","6","NULL","NULL","0"
"10003544462732064313","released","80509","7","2014-10-05 20:15:00","141","d72581b12c18dc96fcecfa58c0612095","0","NULL","2","6","NULL","NULL","0"
"10003553160582340719","released on hold","80656","6","2014-08-26 15:45:00","73","ae8fcd5f936b6ad66609f87bebecc744","0","NULL","3","7","NULL","NULL","0"
"10003564472133091983","released on hold","80697","15","2014-08-22 09:00:00","93","9985105e6a6b34f952ec7eaaf55d4ef6","0","NULL","3","7","NULL","NULL","0"
"10003564566715284596","transferred","80515","37","2014-07-05 09:45:00","40","d4b54764f0311825b79ead8b35fbb258","0","NULL","2","6","NULL","NULL","0"
"10003582068375966342","released","80074","10","2014-09-24 13:45:00","86","8e07f6e08cec8edf13b226b509261c4d","0","NULL","1","6","NULL","NULL","0"
"10003602916209688583","released","80528","4","2014-07-14 15:30:00","65","95be87e57dfd9ded22bf49071d0ecd69","0","NULL","1","6","NULL","NULL","0"
"10003627463401856955","released on hold","80660","22","2014-08-07 12:30:00","78","8957208c55d1167408d40476b1dbb0fa","0","NULL","1","6","NULL","NULL","0"
"10003634761894907527","transferred","80332","13","2014-08-20 12:30:00","68","ba131e8437ba75f3fd43e287852d610d","0","NULL","3","6","NULL","NULL","0"
"10003648905374341632","released","80553","37","2014-08-20 09:15:00","151","92a328607c79f170006b088b050f8be6","0","NULL","-1","6","NULL","NULL","0"
"10003658164709464486","released on hold","80054","24","2014-05-20 14:45:00","141","996fc89c93d4692e21c3fa90fcdcd01b","0","NULL","3","6","NULL","NULL","0"
"10003664568029832320","released","80356","5","2014-06-26 11:45:00","14","6cd60654566c274e6fafbf66f06ebcfe","0","NULL","1","6","NULL","NULL","0"
"10003673629674966500","released on hold","80293","4","2014-09-19 02:15:00","35","0b448adbabdf9ea93324d91f17c90463","0","NULL","-1","7","NULL","NULL","0"
"10003680077425516914","released","80676","5","2014-07-31 07:15:00","126","f20ea2933c51592720eb80810762f005","0","NULL","2","6","NULL","NULL","0"
"10003727424504906221","released","80013","8","2014-05-12 08:00:00","52","5dd78ff25f8d2e174f5cb898880effbe","0","NULL","1","6","NULL","NULL","0"
"10003730825748729431","released on hold","80692","8","2014-09-19 12:30:00","53","9d02df4be55e50a77a36317e05693d13","0","NULL","-1","7","NULL","NULL","0"
"1000373123834687054","released","80071","4","2014-08-07 14:45:00","41","a374411393f6c38fa99ae160ba496456","0","NULL","1","7","NULL","NULL","0"
