# search log
# id> internal id
# created_at> database insert timestamp
# params> jSON of attributes
	what> "what" keyword
	where> "where" keyword
	from> pagination of results (0 means first page)
	size> number of results per page
	source_facility> originator of request, always "op"
	record_ids> if there are results from catalogue (not only phonebook), here are returned subject IDs
	uir_type, uir_id, uir_name> if "where" field is recognized as an address, here are database IDs of that address

id;created_at;params
336967899;2014-10-01 04:33:29.0;{"what":"instalatér nonstop","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967927;2014-10-01 04:33:47.0;{"what":"kanalizace voda","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967853;2014-10-01 04:33:47.0;{"what":"kanalizace voda","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[86057],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336967947;2014-10-01 04:34:00.0;{"what":"mövenpick hotel","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336967902;2014-10-01 04:34:01.0;{"what":"mövenpick hotel","where":"","from":"0","size":"3","source_facility":"op"}
336968066;2014-10-01 04:34:07.0;{"what":"mövenpick hotel","where":"Praha","from":"0","size":"3","source_facility":"op"}
336968000;2014-10-01 04:34:08.0;{"what":"mövenpick hotel","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336967854;2014-10-01 04:34:28.0;{"what":"courtyard hotel","where":"Praha","from":"0","size":"3","source_facility":"op"}
336967879;2014-10-01 04:34:29.0;{"what":"courtyard hotel","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968140;2014-10-01 04:40:01.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[762071,66181,58685],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968127;2014-10-01 04:40:01.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336968281;2014-10-01 04:40:14.0;{"what":"vodovody a kanalizace","where":"Teplice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336968263;2014-10-01 04:40:14.0;{"what":"vodovody a kanalizace","where":"Teplice","from":"0","size":"3","source_facility":"op"}
336968212;2014-10-01 04:41:32.0;{"what":"taxi","where":"jihlava","from":"0","size":"3","source_facility":"op","record_ids":[85307,64532,65546],"uir_type":"city","uir_id":586846,"uir_name":"Jihlava"}
336968134;2014-10-01 04:41:32.0;{"what":"taxi","where":"jihlava","from":"0","size":"3","source_facility":"op"}
336968184;2014-10-01 04:42:34.0;{"what":"countryard","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336968151;2014-10-01 04:42:34.0;{"what":"countryard","where":"","from":"0","size":"3","source_facility":"op"}
336968406;2014-10-01 04:42:39.0;{"what":"countryard","where":"prague","from":"0","size":"3","source_facility":"op"}
336968425;2014-10-01 04:42:40.0;{"what":"countryard","where":"prague","from":"0","size":"3","source_facility":"op","record_ids":[]}
336968426;2014-10-01 04:43:23.0;{"what":"taxi","where":"Pardubice, okres Pardubice","from":"0","size":"3","source_facility":"op"}
336968137;2014-10-01 04:43:23.0;{"what":"taxi","where":"Pardubice, okres Pardubice","from":"0","size":"3","source_facility":"op","record_ids":[62324,86765,81465],"uir_type":"city","uir_id":555134,"uir_name":"Pardubice"}
336968359;2014-10-01 04:44:28.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[762071,66181,58685],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968340;2014-10-01 04:44:28.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336968300;2014-10-01 04:44:49.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"3","size":"5","source_facility":"op","record_ids":[66279,684083,67229,762931,761673],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968316;2014-10-01 04:47:07.0;{"what":"o2","where":"","from":"0","size":"3","source_facility":"op","record_ids":[761727,71541,56640]}
336968296;2014-10-01 04:47:07.0;{"what":"o2","where":"","from":"0","size":"3","source_facility":"op"}
336968500;2014-10-01 04:47:09.0;{"what":"o2","where":"","from":"3","size":"5","source_facility":"op","record_ids":[84854,57080,75090,68146,58794]}
336968415;2014-10-01 04:50:35.0;{"what":"net café","where":"aš","from":"0","size":"3","source_facility":"op"}
336968530;2014-10-01 04:50:36.0;{"what":"net café","where":"aš","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554499,"uir_name":"Aš"}
336968416;2014-10-01 04:50:51.0;{"what":"net café alešovka","where":"aš","from":"0","size":"3","source_facility":"op"}
336968394;2014-10-01 04:50:51.0;{"what":"net café alešovka","where":"aš","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554499,"uir_name":"Aš"}
336968543;2014-10-01 04:57:12.0;{"what":"instalatér pohotovost","where":"Proboštov","from":"0","size":"3","source_facility":"op","record_ids":[259123],"uir_type":"city","uir_id":567787,"uir_name":"Proboštov"}
336968533;2014-10-01 04:57:12.0;{"what":"instalatér pohotovost","where":"Proboštov","from":"0","size":"3","source_facility":"op"}
336968639;2014-10-01 04:57:27.0;{"what":"instalatér pohotovost","where":"Teplice","from":"0","size":"3","source_facility":"op"}
336968611;2014-10-01 04:57:27.0;{"what":"instalatér pohotovost","where":"Teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336968642;2014-10-01 05:00:06.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[80681,84977],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968618;2014-10-01 05:00:06.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op"}
336968885;2014-10-01 05:06:03.0;{"what":"aaa taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336968754;2014-10-01 05:06:03.0;{"what":"aaa taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[66181],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336968856;2014-10-01 05:08:47.0;{"what":"instalatér ","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op"}
336969044;2014-10-01 05:08:48.0;{"what":"instalatér ","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123,86057,54305],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336968932;2014-10-01 05:11:43.0;{"what":"instalatér ","where":"Teplice, okres Teplice","from":"3","size":"5","source_facility":"op","record_ids":[50664,69294,81636,745899,747013],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336969259;2014-10-01 05:12:01.0;{"what":"instalatér ","where":"Teplice, okres Teplice","from":"8","size":"15","source_facility":"op","record_ids":[81636,69294,95445,104982,251697,60832,60679,401300,299663,762343,266550,401612,726225,51947,127937],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336969107;2014-10-01 05:15:10.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op"}
336969128;2014-10-01 05:15:11.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[80681,84977],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336969163;2014-10-01 05:15:35.0;{"what":"Nevřelová","where":"","from":"0","size":"3","source_facility":"op","record_ids":[740591]}
336969133;2014-10-01 05:15:36.0;{"what":"Nevřelová","where":"","from":"0","size":"3","source_facility":"op"}
336969183;2014-10-01 05:15:40.0;{"what":"Nevřelová","where":"","from":"3","size":"5","source_facility":"op"}
336969164;2014-10-01 05:16:06.0;{"what":"Nevřelová","where":"Uhřečice","from":"0","size":"3","source_facility":"op"}
336969211;2014-10-01 05:16:07.0;{"what":"Nevřelová","where":"Uhřečice","from":"0","size":"3","source_facility":"op","record_ids":[]}
336969301;2014-10-01 05:16:10.0;{"what":"Nevřelová","where":"Uhřičice","from":"0","size":"3","source_facility":"op"}
336969227;2014-10-01 05:16:10.0;{"what":"Nevřelová","where":"Uhřičice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":552879,"uir_name":"Uhřičice"}
336969184;2014-10-01 05:16:29.0;{"what":"Nevřela","where":"Uhřičice","from":"0","size":"3","source_facility":"op"}
336969165;2014-10-01 05:16:29.0;{"what":"Nevřela","where":"Uhřičice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":552879,"uir_name":"Uhřičice"}
336969281;2014-10-01 05:16:36.0;{"what":"Nevřelová","where":"Uhřičice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":552879,"uir_name":"Uhřičice"}
336969262;2014-10-01 05:16:36.0;{"what":"Nevřelová","where":"Uhřičice","from":"0","size":"3","source_facility":"op"}
336969448;2014-10-01 05:19:02.0;{"what":"agency student","where":"","from":"0","size":"3","source_facility":"op","record_ids":[72708,69564]}
336969248;2014-10-01 05:19:02.0;{"what":"agency student","where":"","from":"0","size":"3","source_facility":"op"}
336969249;2014-10-01 05:19:52.0;{"what":"zrůstová irena","where":"plzeň","from":"0","size":"3","source_facility":"op"}
336969178;2014-10-01 05:19:53.0;{"what":"zrůstová irena","where":"plzeň","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336969235;2014-10-01 05:19:57.0;{"what":"zrůst*","where":"plzeň","from":"0","size":"3","source_facility":"op"}
336969263;2014-10-01 05:19:58.0;{"what":"zrůst*","where":"plzeň","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336969264;2014-10-01 05:20:28.0;{"what":"komerční banka","where":"Praha - Zbraslav","from":"0","size":"3","source_facility":"op","record_ids":[463945],"uir_type":"urban_district","uir_id":539864,"uir_name":"Praha-Zbraslav"}
336969252;2014-10-01 05:20:28.0;{"what":"komerční banka","where":"Praha - Zbraslav","from":"0","size":"3","source_facility":"op"}
336969619;2014-10-01 05:21:29.0;{"what":"komerční banka","where":"černošice","from":"0","size":"3","source_facility":"op","record_ids":[463849],"uir_type":"city","uir_id":539139,"uir_name":"Černošice"}
336969257;2014-10-01 05:21:29.0;{"what":"komerční banka","where":"černošice","from":"0","size":"3","source_facility":"op"}
336969463;2014-10-01 05:22:05.0;{"what":"komerční banka","where":"Dobříš, okres Příbram","from":"0","size":"3","source_facility":"op","record_ids":[463850],"uir_type":"city","uir_id":540111,"uir_name":"Dobříš"}
336969367;2014-10-01 05:22:05.0;{"what":"komerční banka","where":"Dobříš, okres Příbram","from":"0","size":"3","source_facility":"op"}
336969422;2014-10-01 05:22:37.0;{"what":"komerční banka","where":"Radotín, okres Přerov","from":"0","size":"3","source_facility":"op"}
336969310;2014-10-01 05:22:37.0;{"what":"komerční banka","where":"Radotín, okres Přerov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":517445,"uir_name":"Radotín"}
336969622;2014-10-01 05:22:42.0;{"what":"komerční banka","where":"Praha - Radotín","from":"0","size":"3","source_facility":"op","record_ids":[463945],"uir_type":"city_part","uir_id":306169,"uir_name":"Radotín"}
336969294;2014-10-01 05:22:42.0;{"what":"komerční banka","where":"Praha - Radotín","from":"0","size":"3","source_facility":"op"}
336969466;2014-10-01 05:24:52.0;{"what":"era spořitelna","where":"","from":"0","size":"3","source_facility":"op"}
336969313;2014-10-01 05:24:52.0;{"what":"era spořitelna","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336969405;2014-10-01 05:26:01.0;{"what":"probo bus","where":"","from":"0","size":"3","source_facility":"op","record_ids":[174736]}
336969386;2014-10-01 05:26:01.0;{"what":"probo bus","where":"","from":"0","size":"3","source_facility":"op"}
336969961;2014-10-01 05:38:08.0;{"what":"bazoš atraktivní pony","where":"","from":"0","size":"3","source_facility":"op"}
336969709;2014-10-01 05:38:08.0;{"what":"bazoš atraktivní pony","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336969849;2014-10-01 05:38:53.0;{"what":"český hydrometerologický ústav","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336969773;2014-10-01 05:38:53.0;{"what":"český hydrometerologický ústav","where":"","from":"0","size":"3","source_facility":"op"}
336969962;2014-10-01 05:39:06.0;{"what":"koně","where":"Domažlice, okres Domažlice","from":"0","size":"3","source_facility":"op"}
336969925;2014-10-01 05:39:06.0;{"what":"koně","where":"Domažlice, okres Domažlice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":553425,"uir_name":"Domažlice"}
336969754;2014-10-01 05:41:22.0;{"what":"nejlevnjší taxi","where":"praha","from":"0","size":"3","source_facility":"op"}
336969718;2014-10-01 05:41:22.0;{"what":"nejlevnjší taxi","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336969738;2014-10-01 05:41:28.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op"}
336969973;2014-10-01 05:41:29.0;{"what":"nejlevnější taxi","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[80681,84977],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336969930;2014-10-01 05:41:40.0;{"what":"koně","where":"Chrastavice, okres Domažlice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":553751,"uir_name":"Chrastavice"}
336969813;2014-10-01 05:41:40.0;{"what":"koně","where":"Chrastavice, okres Domažlice","from":"0","size":"3","source_facility":"op"}
336969863;2014-10-01 05:45:15.0;{"what":"radiožurnál","where":"","from":"0","size":"3","source_facility":"op"}
336969984;2014-10-01 05:45:16.0;{"what":"radiožurnál","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336970000;2014-10-01 05:46:02.0;{"what":"potraviny centrum","where":"Kolín","from":"0","size":"3","source_facility":"op"}
336969933;2014-10-01 05:46:02.0;{"what":"potraviny centrum","where":"Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":533165,"uir_name":"Kolín"}
336970005;2014-10-01 05:48:09.0;{"what":"škola","where":"beroun pod homolkou","from":"0","size":"3","source_facility":"op"}
336969954;2014-10-01 05:48:09.0;{"what":"škola","where":"beroun pod homolkou","from":"0","size":"3","source_facility":"op","record_ids":[684333,214732,85547],"uir_type":"street","uir_id":8826,"uir_name":"Pod Homolkou"}
336970519;2014-10-01 05:51:53.0;{"what":"Černocký","where":"Český krumlov","from":"0","size":"3","source_facility":"op"}
336970034;2014-10-01 05:51:53.0;{"what":"Černocký","where":"Český krumlov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"district","uir_id":3302,"uir_name":"Český Krumlov"}
336970388;2014-10-01 05:55:01.0;{"what":"slezská nemocnice","where":"Opava, okres Opava","from":"0","size":"3","source_facility":"op"}
336970134;2014-10-01 05:55:02.0;{"what":"slezská nemocnice","where":"Opava, okres Opava","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":505927,"uir_name":"Opava"}
336970193;2014-10-01 05:56:58.0;{"what":"bmb","where":"havlíčkův brod","from":"0","size":"3","source_facility":"op"}
336970250;2014-10-01 05:56:59.0;{"what":"bmb","where":"havlíčkův brod","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":568414,"uir_name":"Havlíčkův Brod"}
336970489;2014-10-01 05:57:01.0;{"what":"bmb","where":"Havlíčkův Brod, okres Havlíčkův Brod","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":568414,"uir_name":"Havlíčkův Brod"}
336970194;2014-10-01 05:57:01.0;{"what":"bmb","where":"Havlíčkův Brod, okres Havlíčkův Brod","from":"0","size":"3","source_facility":"op"}
336970490;2014-10-01 06:00:49.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op","record_ids":[69818,74761,121912],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336970344;2014-10-01 06:00:50.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op"}
336970442;2014-10-01 06:01:39.0;{"what":"nykodýmová","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336970392;2014-10-01 06:01:39.0;{"what":"nykodýmová","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op"}
336970587;2014-10-01 06:01:45.0;{"what":"pošta","where":"Adamov, okres Blansko","from":"0","size":"3","source_facility":"op"}
336970353;2014-10-01 06:01:45.0;{"what":"pošta","where":"Adamov, okres Blansko","from":"0","size":"3","source_facility":"op","record_ids":[59661],"uir_type":"city","uir_id":581291,"uir_name":"Adamov"}
336970839;2014-10-01 06:02:34.0;{"what":"nykodým*","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336970542;2014-10-01 06:02:34.0;{"what":"nykodým*","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op"}
336970600;2014-10-01 06:02:39.0;{"what":"nykodým*","where":"Plzeň - Plzeň 2-Slovany","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"urban_district","uir_id":545988,"uir_name":"Plzeň 2-Slovany"}
336970394;2014-10-01 06:02:39.0;{"what":"nykodým*","where":"Plzeň - Plzeň 2-Slovany","from":"0","size":"3","source_facility":"op"}
336970840;2014-10-01 06:02:44.0;{"what":"nykodýmová","where":"Plzeň - Plzeň 2-Slovany","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"urban_district","uir_id":545988,"uir_name":"Plzeň 2-Slovany"}
336970543;2014-10-01 06:02:44.0;{"what":"nykodýmová","where":"Plzeň - Plzeň 2-Slovany","from":"0","size":"3","source_facility":"op"}
336970592;2014-10-01 06:03:36.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op"}
336970447;2014-10-01 06:03:36.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op","record_ids":[69818,74761,121912],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336970742;2014-10-01 06:04:30.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"3","size":"5","source_facility":"op","record_ids":[84436,762829,84110,83383,641885],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336970438;2014-10-01 06:04:52.0;{"what":"ubytování","where":"Brno, okres Brno-město","from":"8","size":"15","source_facility":"op","record_ids":[61971,59596,59982,85065,535055,61277,89809,187536,82544,64875,81220,64379,84350,49360,83486],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336970611;2014-10-01 06:06:29.0;{"what":"pivovar zubr","where":"","from":"0","size":"3","source_facility":"op"}
336970593;2014-10-01 06:06:29.0;{"what":"pivovar zubr","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336970862;2014-10-01 06:11:07.0;{"what":"stavokov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":232840,"uir_name":"Kostelní"}
336970697;2014-10-01 06:11:07.0;{"what":"stavokov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op"}
336970780;2014-10-01 06:11:12.0;{"what":"stavo kov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":232840,"uir_name":"Kostelní"}
336970711;2014-10-01 06:11:12.0;{"what":"stavo kov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op"}
336970894;2014-10-01 06:11:17.0;{"what":"stavokov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op"}
336970714;2014-10-01 06:11:17.0;{"what":"stavokov","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":232840,"uir_name":"Kostelní"}
336970833;2014-10-01 06:13:09.0;{"what":"colour expert","where":"pelhřimov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":547492,"uir_name":"Pelhřimov"}
336970961;2014-10-01 06:13:10.0;{"what":"colour expert","where":"pelhřimov","from":"0","size":"3","source_facility":"op"}
336970968;2014-10-01 06:13:23.0;{"what":"železářství procházka","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op"}
336970850;2014-10-01 06:13:23.0;{"what":"železářství procházka","where":"Kostelní, Starý Kolín - Starý Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":232840,"uir_name":"Kostelní"}
336970953;2014-10-01 06:13:31.0;{"what":"rádio impuls","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336970910;2014-10-01 06:13:31.0;{"what":"rádio impuls","where":"","from":"0","size":"3","source_facility":"op"}
336970897;2014-10-01 06:13:33.0;{"what":"železářství procházka","where":"Starý Kolín, okres Kolín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":533700,"uir_name":"Starý Kolín"}
336970836;2014-10-01 06:13:33.0;{"what":"železářství procházka","where":"Starý Kolín, okres Kolín","from":"0","size":"3","source_facility":"op"}
336971126;2014-10-01 06:14:45.0;{"what":"makro nd ","where":"Moravany, okres Pardubice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":575399,"uir_name":"Moravany"}
336970971;2014-10-01 06:14:45.0;{"what":"makro nd ","where":"Moravany, okres Pardubice","from":"0","size":"3","source_facility":"op"}
336971101;2014-10-01 06:15:54.0;{"what":"makro nd ","where":"praha","from":"0","size":"3","source_facility":"op"}
336971261;2014-10-01 06:15:55.0;{"what":"makro nd ","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336971262;2014-10-01 06:16:05.0;{"what":"autoservis","where":"Bobrky, Vsetín - Vsetín","from":"0","size":"3","source_facility":"op"}
336971247;2014-10-01 06:16:05.0;{"what":"autoservis","where":"Bobrky, Vsetín - Vsetín","from":"0","size":"3","source_facility":"op","record_ids":[59062,191801,687013],"uir_type":"street","uir_id":633615,"uir_name":"Bobrky"}
336971149;2014-10-01 06:17:38.0;{"what":"česká pošta ","where":"Kroměříž, okres Kroměříž","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":588296,"uir_name":"Kroměříž"}
336971265;2014-10-01 06:17:39.0;{"what":"česká pošta ","where":"Kroměříž, okres Kroměříž","from":"0","size":"3","source_facility":"op"}
336971187;2014-10-01 06:17:53.0;{"what":"planeo elektro ","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336971033;2014-10-01 06:17:53.0;{"what":"planeo elektro ","where":"Plzeň, okres Plzeň-město","from":"0","size":"3","source_facility":"op"}
336971072;2014-10-01 06:17:55.0;{"what":"česká pošta ","where":"Spáčilova, Kroměříž - Kroměříž","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":240222,"uir_name":"Spáčilova"}
336971036;2014-10-01 06:17:55.0;{"what":"česká pošta ","where":"Spáčilova, Kroměříž - Kroměříž","from":"0","size":"3","source_facility":"op"}
336971429;2014-10-01 06:20:39.0;{"what":"fikeys","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336971225;2014-10-01 06:20:39.0;{"what":"fikeys","where":"","from":"0","size":"3","source_facility":"op"}
336971188;2014-10-01 06:20:48.0;{"what":"otevírání aut","where":"Pardubice, okres Pardubice","from":"0","size":"3","source_facility":"op","record_ids":[61445,85517,85872],"uir_type":"city","uir_id":555134,"uir_name":"Pardubice"}
336971150;2014-10-01 06:20:48.0;{"what":"otevírání aut","where":"Pardubice, okres Pardubice","from":"0","size":"3","source_facility":"op"}
336971342;2014-10-01 06:21:22.0;{"what":"nemocnice zubní  chirurgie","where":"Zlín, okres Zlín","from":"0","size":"3","source_facility":"op"}
336971195;2014-10-01 06:21:22.0;{"what":"nemocnice zubní  chirurgie","where":"Zlín, okres Zlín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":585068,"uir_name":"Zlín"}
336971488;2014-10-01 06:24:19.0;{"what":"gastro plus","where":"Louny, okres Louny","from":"0","size":"3","source_facility":"op"}
336971500;2014-10-01 06:24:20.0;{"what":"gastro plus","where":"Louny, okres Louny","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":565971,"uir_name":"Louny"}
336971355;2014-10-01 06:24:24.0;{"what":"gastroplus","where":"Louny, okres Louny","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":565971,"uir_name":"Louny"}
336971320;2014-10-01 06:24:24.0;{"what":"gastroplus","where":"Louny, okres Louny","from":"0","size":"3","source_facility":"op"}
336971509;2014-10-01 06:27:02.0;{"what":"strojírna novotný","where":"Dubicko, okres Šumperk","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":534927,"uir_name":"Dubicko"}
336971373;2014-10-01 06:27:02.0;{"what":"strojírna novotný","where":"Dubicko, okres Šumperk","from":"0","size":"3","source_facility":"op"}
336971393;2014-10-01 06:27:07.0;{"what":"psychiatrie malá","where":"Rokycany, okres Rokycany","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":559717,"uir_name":"Rokycany"}
336971374;2014-10-01 06:27:07.0;{"what":"psychiatrie malá","where":"Rokycany, okres Rokycany","from":"0","size":"3","source_facility":"op"}
336971489;2014-10-01 06:27:09.0;{"what":"psychiatrie malá","where":"Rokycany, okres Rokycany","from":"0","size":"3","source_facility":"op"}
336971337;2014-10-01 06:27:09.0;{"what":"psychiatrie malá","where":"Rokycany, okres Rokycany","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":559717,"uir_name":"Rokycany"}
336971444;2014-10-01 06:28:30.0;{"what":"nemocnice ","where":"Dačice, okres Jindřichův Hradec","from":"0","size":"3","source_facility":"op"}
336971417;2014-10-01 06:28:30.0;{"what":"nemocnice ","where":"Dačice, okres Jindřichův Hradec","from":"0","size":"3","source_facility":"op","record_ids":[226892],"uir_type":"city","uir_id":546127,"uir_name":"Dačice"}
336971468;2014-10-01 06:29:11.0;{"what":"plicní léčebna","where":"Humpolec, okres Pelhřimov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":547999,"uir_name":"Humpolec"}
336971447;2014-10-01 06:29:11.0;{"what":"plicní léčebna","where":"Humpolec, okres Pelhřimov","from":"0","size":"3","source_facility":"op"}
336971780;2014-10-01 06:30:41.0;{"what":"učiliště","where":"Třemošnice, okres Chrudim","from":"0","size":"3","source_facility":"op"}
336971551;2014-10-01 06:30:41.0;{"what":"učiliště","where":"Třemošnice, okres Chrudim","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":572411,"uir_name":"Třemošnice"}
